行政區,機構名稱,地址,電話,開放時間,位置指引,基本設備,友善設備或服務,優良哺集乳室認證效期,輪椅使用,貼心小提醒
信義區,國軍退除役官兵輔導委員會,臺北市信義區忠孝東路5段222號1樓,02-27571373轉785,週一至週五08:00~17:00,1樓總收文室後方,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;置物空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,內政部警政署刑事警察局,臺北市信義區忠孝東路4段553巷5號,"02-23219011轉7254574
02-27678020",週一至週五08:00~17:00,地下1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,哺集乳室資訊依各場所實際公告內容為主
信義區,臺北市立聯合醫院松德院區,臺北市信義區松德路309號,02-27263141轉1139,每日24小時開放,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,哺集乳室資訊依各場所實際公告內容為主
信義區,財團法人私立臺北醫學大學附設醫院,臺北市信義區吳興街250號,02-27372181轉8171、8253,週一至週五08:00~21:00；週六08:30~12:00,第三醫療大樓2樓婦產科門診,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,無,可提供輪椅媽媽使用,門診期間請自行前往哺乳室使用並登記；休診期間不開放；哺集乳室資訊依各場所實際公告內容為主
信義區,交通部臺灣鐵路管理局松山車站,臺北市信義區松山路11號,02-27666323轉8303；02-27673819,每日24小時開放,地下1樓站內,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往旅客詢問處拿鑰匙，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,交通部臺灣鐵路管理局松山車站,臺北市信義區松山路11號,02-27666323轉8303；02-27673819,每日24小時開放,地下1樓站外,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱,無,可提供輪椅媽媽使用,自行前往旅客詢問處拿鑰匙，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,新光三越百貨股份有限公司信義二館-A8,臺北市信義區松高路12號,02-87809966轉6409、6410,週一至週五11:00~21:30；週六、週日11:00~22:00,4樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查;其他（多功能溫奶器）,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,新光三越百貨股份有限公司信義分公司A11館,臺北市信義區松壽路11號,02-87801000轉2309,週一至週五11:00~21:30；週六、週日11:00~22:00,6樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,誠品生活股份有限公司信義店,臺北市信義區松高路11號,02-87893388轉2000、2781,週一至週日11:00~22:00,5樓廁所旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳哺育宣導資訊;進行滿意度調查,無,無,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,臺北市政府警察局信義分局,臺北市信義區信義路5段17號,02-27234887,週一至週五08:00~17:00,1樓茶水間旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;置物空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,無,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,統一開發股份有限公司,臺北市信義區忠孝東路5段6號,02-87806252,週一至週日06:00~23:00,1樓無障礙廁所旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,使用現場免撥號話機通知服務人員開鎖，登記資料後即可使用；哺集乳室資訊依各場所實際公告內容為主
信義區,臺北大眾捷運股份有限公司市政府站,臺北市信義區忠孝東路5段2號,02-21812345,週一至週日06:00~24:00,地下1層西側2號出口通道區,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,需先向站務人員登記；哺集乳室資訊依各場所實際公告內容為主
信義區,新光三越百貨股份有限公司台北信義分公司三館A9,臺北市信義區松壽路9號3樓,02-87801000轉7309,週一至週五11:00~21:30；週六、週日11:00~22:00,A9館3樓B&O音響專櫃旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,BELLAVITA寶麗廣場,臺北市信義區松仁路28號3樓,02-87292802,週一至週五10:30~22:00；週六、週日10:30~22:30,3樓廁所旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;母乳哺育宣導資訊;進行滿意度調查,112年8月,無,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,統一百華股份有限公司台北分公司,臺北市信義區忠孝東路5段8號,02-27299699轉2331,週日至週四11:00~21:30；週五、週六11:00~22:00,5樓育嬰室,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,遠百企業股份有限公司 （忠孝分公司）,臺北市信義區忠孝東路5段297號,02-25289388轉107或187,週一至週日09:00~22:00,地下1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;母乳哺育宣導資訊,無,無,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,松山文創園區,臺北市信義區光復南路133號,02-27651388轉112,週一至週日11:00~22:00,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,臺北市立圖書館永春分館,臺北市信義區松山路294號3樓,02-27609730,週一至週五08:00~17:00,3樓廁所旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;消毒器具;置物空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,無,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,臺北市立圖書館三興分館,臺北市信義區吳興街156巷6號4至5樓,02-87321063,週日、週一09:00~17:00；週二至週六08:30~21:00；每月第一個週四及國定假日不開放,圖書館館內5樓廁所對面,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;免費衛生用品;置物空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,臺北世界貿易中心展覽大樓（世貿一館）,臺北市信義區信義路5段5號,02-27255200轉2268,週一至週五08:00~17:00,展覽大樓南側大廳,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳哺育宣導資訊,無,無,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,威秀影城股份有限公司,臺北市信義區松壽路20號,02-87805566轉323,週一至週日10:00~22:00,2樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,臺北世界貿易中心展覽大樓（世貿一館）,臺北市信義區信義路5段5號,02-27255200轉2268,週一至週五08:00~17:00,3樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
信義區,臺北世界貿易中心展覽大樓（世貿一館）,臺北市信義區信義路5段5號,02-27255200轉2268,週一至週五08:00~17:00,1樓展覽大樓南側大廳,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;消毒器具;置物空間,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,誠品生活股份有限公司松菸店,臺北市信義區菸廠路88號3樓,02-66365888轉2781,週一至週日11:00~22:00,3樓西側電梯廳旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
信義區,臺北大眾捷運股份有限公司台北101世貿站,臺北市信義區信義路5段20號,02-21812345,週一至週日06:00~24:00,地下1樓近出口4往台北101通道,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,無,需先向站務人員登記；哺集乳室資訊依各場所實際公告內容為主
